config_id,method,trial,params,fitness,tournament_score,head_to_head_score,runtime,memory,bit_string
31,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.25}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",345.36,0.02753,21,10101111100000111100
31,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.25}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",357.84,0.02803,21,101100110010001100
32,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.3}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",337.31,0.033,21,1001100111011011100
32,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.3}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",342.61,0.03354,21,1001010111110111000
32,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.3}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",341.96,0.0327,21,1001110101110011100
32,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.3}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",348.52,0.03278,21,11101100110010001100
32,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.3}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",331.0,0.03278,21,10001110101111101000
33,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.35}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",333.06,0.03732,21,10001100111100011100
33,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.35}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",347.53,0.03751,21,10101010100010010100
33,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.35}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",327.04,0.03741,21,10001110111111101100
33,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.35}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",349.54,0.03838,21,1001000101110011100
33,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.35}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",335.35,0.03756,21,1110100110011100
34,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.4}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",337.64,0.04135,21,11001101110011001100
